path,molecule,proxy,target,qed,pka,num_reactions,num_non_unary_reactions,mode,similarity,ligand,ligand_relation,ligand_value,ligand_units,ligand_type,ligand_target,ligand_target_name
"['Cc1cccc([C@H]2CNC(=O)CN2)c1', ('[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C(O)C=C(F)c1ccccc1'), 'Cc1cccc([C@H]2CNC(=O)CN2CC=C(F)c2ccccc2)c1']",Cc1cccc([C@H]2CNC(=O)CN2CC=C(F)c2ccccc2)c1,8.406763076782227,8.699999809265137,0.9337251782417296,1.0,1,1,0,0.34782608695652173,Cc1ccc2c(c1)C(c1ccccc1)N(C(=O)c1ccccc1)CC(=O)N2,[nan],[12.5893],['uM'],['Potency'],['CHEMBL1784'],['Glucagon-like peptide 1 receptor']
"['Cc1cccc(-c2ccnc(C=O)n2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][Nh:1]-[Ch:2]-[#6:3]', 'N[C@H]1CCC[C@H]1F'), 'Cc1cccc(-c2ccnc(CN[C@H]3CCC[C@H]3F)n2)c1']",Cc1cccc(-c2ccnc(CN[C@H]3CCC[C@H]3F)n2)c1,8.121914863586426,8.399999618530273,0.9348852038383484,1.0,1,1,1,0.38235294117647056,Cc1cccc(-c2cc(C(=O)NCc3ccccn3)c3ccccc3n2)c1,[nan],[10.0],['uM'],['Potency'],['CHEMBL1784'],['Glucagon-like peptide 1 receptor']
"['O=C1C=Cc2ccccc21', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh2:1] >> [#6&!$(C=[O,N]):10][N:1]-[C:2]([#6:3])[#6:4]', 'NC1CCCC(c2ccc(F)cc2)C1'), 'Fc1ccc(C2CCCC(NC3C=Cc4ccccc43)C2)cc1']",Fc1ccc(C2CCCC(NC3C=Cc4ccccc43)C2)cc1,8.061898231506348,8.899999618530273,0.8205302953720093,1.0,1,1,2,0.3392857142857143,CC(NC1CC(c2ccc(F)cc2)C1)c1ccc(Cl)cc1,['='],[7.89],['uM'],['Ki'],['CHEMBL210'],['Beta-2 adrenergic receptor']
"['Cc1cccc(-c2ccnc(C=O)n2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'FC1=CCNC1'), 'Cc1cccc(-c2ccnc(CN3CC=C(F)C3)n2)c1']",Cc1cccc(-c2ccnc(CN3CC=C(F)C3)n2)c1,7.961089611053467,8.600000381469727,0.8569353818893433,1.0,1,1,3,0.35714285714285715,Cc1cccc(-c2cc3nc(C)cc(C)n3n2)c1,[nan],[8.1995],['uM'],['Potency'],['CHEMBL1075094'],['Nuclear factor erythroid 2-related factor 2']
"['C[C@H]1Cc2cc(Br)ccc2C(=O)N1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'O[C@@H]1CNC[C@H]1C(F)(F)F'), 'C[C@H]1Cc2cc(N3C[C@@H](O)[C@H](C(F)(F)F)C3)ccc2C(=O)N1']",C[C@H]1Cc2cc(N3C[C@@H](O)[C@H](C(F)(F)F)C3)ccc2C(=O)N1,7.925093173980713,8.699999809265137,0.8297939896583557,1.0,1,1,4,0.42857142857142855,CC1Cc2ccccc2C(=O)N1,[nan],[2.9093],['uM'],['Potency'],['CHEMBL1075094'],['Nuclear factor erythroid 2-related factor 2']
"['Cc1n[nH]cc1-c1cccc(C=O)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'CC1=CC2(CNC2)ON1'), 'CC1=CC2(CN(Cc3cccc(-c4c[nH]nc4C)c3)C2)ON1']",CC1=CC2(CN(Cc3cccc(-c4c[nH]nc4C)c3)C2)ON1,7.834689617156982,8.199999809265137,0.9128846526145936,1.0,1,1,5,0.34375,COc1ccccc1-c1cccc(CN2CCC(C)CC2)c1,['='],[39.02],['%'],['Imax'],['CHEMBL3155'],['Serotonin 7 (5-HT7) receptor']
"['Cc1cc2cc(C=O)ccc2[nH]c1=O', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'CC1=CC2(CNC2)ON1'), 'CC1=CC2(CN(Cc3ccc4[nH]c(=O)c(C)cc4c3)C2)ON1']",CC1=CC2(CN(Cc3ccc4[nH]c(=O)c(C)cc4c3)C2)ON1,7.820219039916992,8.300000190734863,0.8877314925193787,1.0,1,1,6,0.40625,O=c1[nH]c2ccc(Br)cc2cc1-c1cc2cc(CN3CCCCC3)ccc2[nH]1,['='],[460.0],['nM'],['EC50'],['CHEMBL4630'],['Serine/threonine-protein kinase Chk1']
"['CC1(C)CCc2nnc(Cl)cc2C1', ('[c:1]-[Cl] >> [c:1]-[Br]', None), 'CC1(C)CCc2nnc(Br)cc2C1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'O[C@@H]1CNC[C@H]1C(F)F'), 'CC1(C)CCc2nnc(N3C[C@@H](O)[C@H](C(F)F)C3)cc2C1']",CC1(C)CCc2nnc(N3C[C@@H](O)[C@H](C(F)F)C3)cc2C1,7.811590671539307,8.199999809265137,0.9075096249580384,1.0,2,1,7,0.23529411764705882,CC1=C(C(=O)OC(C)C)C(c2cccc(F)c2)c2c(nc3c(c2N)CC(C)(C)CC3)N1,['='],[558.0],['nM'],['IC50'],['CHEMBL220'],['Acetylcholinesterase']
"['O=C(O)[C@@H]1[C@H]2[C@H]3C[C@@H]1C(=O)[C@H]32', ('[#6:6]-[C:1](=[O])-[Oh].[Nh2:5]-[c;r6:4][c;r6:3]-[Nh2:2] >> [n:5]1[c:4][c:3][nH:2][c:1](-[#6:6])1', 'Nc1ccc(C2CC2)cc1N'), 'O=C1[C@@H]2[C@@H]3C[C@H]1[C@H](c1nc4ccc(C5CC5)cc4[nH]1)[C@@H]32']",O=C1[C@@H]2[C@@H]3C[C@H]1[C@H](c1nc4ccc(C5CC5)cc4[nH]1)[C@@H]32,7.804925918579102,8.199999809265137,0.9059617519378662,1.0,1,1,8,0.34328358208955223,Cc1cc2nc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)[nH]c2cc1C,['='],[7.3],['nM'],['IC50'],['CHEMBL238'],['Dopamine transporter']
"['O=Cc1cncc(-c2cccc(O)c2)c1', ('[Ch:2]([#6:3])=[O].[#6&!$(C=[O,N]):10]-[Nh:1](-[#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10]-[N:1](-[#6&!$(C=[O,N]):20])-[Ch:2]-[#6:3]', 'FC1=CCNC1'), 'Oc1cccc(-c2cncc(CN3CC=C(F)C3)c2)c1']",Oc1cccc(-c2cncc(CN3CC=C(F)C3)c2)c1,7.717225074768066,8.0,0.9305557012557985,1.0,1,1,9,0.41379310344827586,Fc1ccc(-c2cncc(CN3CCN(c4ccccc4)CC3)c2)cc1,['='],[23.0],['nM'],['IC50'],['CHEMBL217'],['Dopamine D2 receptor']
